Name,Price,Appearances,Minutes,%%xGI,%%GI,xGI,Goal Involvement,Shots,On Target,Shots in Box,Shots Outside Box,Big Chances,Headed Shots,NPxG,Expected Goals,Goals,Goals In Box,Goals from Outside Box,Headed Goals,Final 3rd Passes,Final 3rd Successesful Passes,%% Final 3rd Successful,Total Crosses,Successful Crosses,%% Successful Crosses,Total Corners,Total Indirect FK,Key Passes,Big Chances Created,Expected Assists,Assists,Saves,Yellow Card,Red Card,Cleansheet,Threat,Creativity,Influence,xAtt,Expected Points,bBPS,BPS,Bonus Points,Points,Goals Conceded,Total Tackles,Tackles Won,%% Accurate Tackles,Recovery,Clearances,Blocks,Interceptions,CBI,Shots Conceded,Shots Conceded In Box,Shots Conceded OT,SP,Headed Shots Conceded,BC Conceded,xGC,Total Passes,Successful Passes,%% Successful Passes,Opposition Half Passes,Successful Opposition Half Passes,%% Successful Opposition Half Passes,Remove1,Remove2,Remove3,Total Throughballs,Accurate Throughballs,Remove4,Remove5,Remove6,Remove7,Total Touches,Touches in Box,Entries into Final 3rd,Entries into Box,Fouled in Final 3rd,Fouled in Box,Corners into Box,Accurate Indirect FK,Total Direct FK,Goals Direct FK,Total Penalties,Penalty Goals,3GW
Sterling (M) MCI,10.70,7.00,84.57,0.29,0.40,0.70,6.00,2.57,1.43,1.86,0.71,0.43,0.00,0.41,0.41,0.57,0.43,0.14,0.00,23.00,19.29,84.00,3.00,0.71,24.00,1.29,0.00,2.14,0.29,0.29,0.29,0.00,0.14,0.00,0.71,51.71,32.86,35.00,2.90,5.80,10.57,23.43,0.86,7.14,0.29,1.14,0.57,50.00,4.14,0.14,0.00,0.71,0.86,6.43,3.71,2.14,0.43,0.86,0.57,0.59,43.00,38.71,90.00,38.57,32.57,84.00,23.00,19.29,84.00,0.29,0.00,7.00,0.00,4.00,2.14,65.43,9.57,0.86,5.71,0.86,0.00,0.86,0.00,0.14,0.00,0.00,0.00,9.67
Sterling (M) MCI,10.70,9.00,85.78,0.35,0.50,0.80,11.00,2.67,1.56,2.00,0.67,0.56,0.00,0.47,0.47,0.67,0.56,0.11,0.00,22.89,18.33,80.00,2.78,0.67,24.00,1.67,0.00,2.33,0.44,0.37,0.56,0.00,0.11,0.00,0.67,55.44,34.27,41.84,3.40,6.30,10.11,27.11,1.00,8.56,0.33,1.11,0.56,50.00,3.78,0.22,0.00,0.67,0.89,6.89,4.22,2.44,0.56,1.00,0.89,0.76,42.56,37.22,87.00,37.89,31.00,82.00,22.89,18.33,80.00,0.22,0.00,9.00,0.00,4.00,2.00,64.67,10.33,0.89,5.22,0.78,0.00,1.11,0.00,0.11,0.00,0.00,0.00,9.00
Sterling (M) MCI,10.70,17.00,81.71,0.34,0.41,0.70,17.00,2.06,1.12,1.65,0.41,0.53,0.06,0.39,0.39,0.53,0.47,0.06,0.06,20.71,16.18,78.00,2.82,0.47,17.00,1.00,0.00,2.18,0.41,0.34,0.47,0.00,0.06,0.00,0.41,48.82,31.13,33.69,3.00,5.80,10.71,24.47,0.82,7.18,0.76,0.94,0.53,56.00,3.71,0.18,0.06,0.47,0.71,6.94,4.59,2.59,0.71,1.24,1.24,0.92,39.82,34.24,86.00,35.53,28.24,79.00,20.71,16.18,78.00,0.24,0.00,16.00,1.00,6.00,2.29,60.65,9.47,1.12,4.47,0.59,0.00,0.71,0.00,0.06,0.00,0.00,0.00,7.00
Sterling (M) MCI,10.70,16.00,81.19,0.33,0.42,0.70,16.00,2.12,1.12,1.69,0.44,0.50,0.06,0.38,0.38,0.56,0.50,0.06,0.06,20.50,16.12,79.00,2.81,0.50,18.00,1.00,0.00,2.12,0.31,0.30,0.44,0.00,0.06,0.00,0.44,49.06,30.41,34.89,2.80,5.60,10.44,24.50,0.81,7.25,0.75,0.94,0.50,53.00,3.62,0.12,0.06,0.50,0.69,7.06,4.69,2.50,0.69,1.19,1.25,0.92,38.81,33.50,86.00,34.69,27.62,80.00,20.50,16.12,79.00,0.19,0.00,15.00,1.00,6.00,2.38,59.69,9.12,1.19,4.56,0.56,0.00,0.69,0.00,0.06,0.00,0.00,0.00,5.67
Sterling (M) MCI,10.70,18.00,82.17,0.34,0.42,0.70,18.00,2.00,1.06,1.61,0.39,0.50,0.06,0.37,0.37,0.50,0.44,0.06,0.06,20.11,15.61,78.00,2.72,0.44,16.00,0.94,0.00,2.28,0.44,0.35,0.50,0.00,0.06,0.00,0.39,47.22,32.21,33.51,2.90,5.70,11.00,24.50,0.78,7.06,0.78,0.94,0.56,60.00,4.00,0.22,0.06,0.56,0.83,6.94,4.72,2.72,0.72,1.22,1.28,0.95,39.67,33.89,85.00,35.17,27.94,79.00,20.11,15.61,78.00,0.28,0.00,17.00,1.00,6.00,2.33,60.50,9.39,1.11,4.39,0.56,0.00,0.67,0.00,0.06,0.00,0.00,0.00,5.67
Sterling (M) MCI,10.70,15.00,80.60,0.33,0.43,0.70,16.00,2.27,1.20,1.80,0.47,0.53,0.07,0.41,0.41,0.60,0.53,0.07,0.07,19.93,15.60,78.00,2.60,0.53,20.00,1.07,0.00,2.07,0.33,0.31,0.47,0.00,0.07,0.00,0.47,51.00,29.81,36.27,3.00,5.80,10.47,25.47,0.87,7.60,0.67,0.93,0.53,57.00,3.53,0.13,0.07,0.47,0.67,6.87,4.47,2.33,0.67,1.20,1.13,0.85,38.53,33.27,86.00,34.07,27.27,80.00,19.93,15.60,78.00,0.20,0.00,14.00,1.00,6.00,2.27,59.27,9.07,1.13,4.20,0.60,0.00,0.73,0.00,0.07,0.00,0.00,0.00,4.33
Sterling (M) MCI,10.70,12.00,85.50,0.35,0.47,0.80,15.00,2.50,1.33,1.92,0.58,0.58,0.00,0.45,0.45,0.67,0.58,0.08,0.00,21.67,17.08,79.00,2.58,0.58,22.00,1.25,0.00,2.25,0.42,0.36,0.58,0.00,0.08,0.00,0.58,55.92,32.70,40.38,3.30,6.20,11.17,28.42,1.08,8.67,0.42,1.00,0.58,58.00,3.92,0.17,0.08,0.58,0.83,6.75,4.33,2.08,0.75,1.08,1.00,0.78,41.83,36.25,87.00,36.83,29.92,81.00,21.67,17.08,79.00,0.25,0.00,12.00,0.00,5.00,1.92,62.58,10.08,1.08,4.58,0.58,0.00,0.83,0.00,0.08,0.00,0.00,0.00,3.33
Sterling (M) MCI,10.70,13.00,85.85,0.35,0.47,0.80,15.00,2.46,1.31,1.92,0.54,0.54,0.00,0.43,0.43,0.62,0.54,0.08,0.00,21.15,16.46,78.00,2.85,0.62,22.00,1.23,0.00,2.23,0.38,0.34,0.54,0.00,0.08,0.00,0.54,55.08,32.29,38.80,3.20,6.10,11.15,27.08,1.00,8.15,0.54,1.00,0.54,54.00,3.85,0.15,0.08,0.54,0.77,6.85,4.38,2.31,0.69,1.15,0.92,0.78,41.23,35.46,86.00,36.54,29.15,80.00,21.15,16.46,78.00,0.23,0.00,13.00,0.00,5.00,2.46,63.31,9.85,1.15,4.77,0.69,0.00,0.85,0.00,0.08,0.00,0.00,0.00,3.33
Sterling (M) MCI,10.70,14.00,81.43,0.35,0.46,0.80,16.00,2.36,1.29,1.86,0.50,0.57,0.07,0.43,0.43,0.64,0.57,0.07,0.07,19.86,15.43,78.00,2.64,0.57,22.00,1.14,0.00,2.07,0.36,0.32,0.50,0.00,0.07,0.00,0.50,53.79,30.04,38.41,3.10,5.90,10.36,26.43,0.93,8.00,0.50,0.93,0.50,54.00,3.71,0.14,0.07,0.50,0.71,7.00,4.50,2.29,0.64,1.21,1.07,0.82,38.93,33.50,86.00,34.36,27.43,80.00,19.86,15.43,78.00,0.21,0.00,13.00,1.00,5.00,2.29,59.79,9.36,1.14,4.43,0.64,0.00,0.79,0.00,0.07,0.00,0.00,0.00,3.33
Hazard (M) CHE,11.00,15.00,76.13,0.44,0.52,0.80,15.00,2.73,1.13,1.67,1.07,0.40,0.00,0.28,0.38,0.47,0.47,0.00,0.00,31.80,26.33,83.00,2.53,0.93,37.00,1.93,0.40,2.93,0.73,0.46,0.53,0.00,0.13,0.00,0.40,40.07,42.85,37.41,3.30,5.90,11.60,24.80,0.87,6.87,0.67,0.20,0.13,65.00,2.67,0.20,0.00,0.60,0.80,9.47,5.67,3.40,0.80,1.53,1.67,1.13,51.07,43.27,85.00,46.73,38.47,82.00,31.80,26.33,83.00,0.47,0.40,12.00,3.00,2.00,2.53,72.00,5.27,5.00,5.80,1.20,0.00,1.47,0.20,0.13,0.00,0.13,0.13,10.00
Hazard (M) CHE,11.00,13.00,74.08,0.44,0.46,0.90,12.00,2.77,1.23,1.62,1.15,0.46,0.00,0.30,0.42,0.54,0.54,0.00,0.00,33.46,27.92,83.00,2.69,0.92,34.00,2.00,0.46,2.77,0.77,0.47,0.38,0.00,0.15,0.00,0.38,41.85,41.75,37.72,3.50,6.10,11.85,25.00,1.00,6.85,0.62,0.23,0.15,65.00,2.77,0.08,0.00,0.54,0.62,9.38,5.38,3.46,0.77,1.38,1.85,1.18,53.46,45.85,86.00,49.38,40.77,83.00,33.46,27.92,83.00,0.46,0.38,10.00,3.00,1.00,2.69,74.77,5.54,5.23,6.00,1.08,0.00,1.46,0.23,0.15,0.00,0.15,0.15,9.00
Hazard (M) CHE,11.00,6.00,66.17,0.38,0.50,0.80,7.00,2.67,1.17,1.67,1.00,0.67,0.00,0.27,0.52,0.83,0.83,0.00,0.00,36.83,32.00,87.00,2.67,0.83,31.00,2.50,0.33,2.00,0.17,0.23,0.33,0.00,0.00,0.00,0.33,43.50,33.90,44.63,3.30,5.90,9.50,27.50,1.17,8.33,0.33,0.17,0.00,0.00,2.50,0.00,0.00,0.17,0.17,7.83,4.67,2.17,0.67,1.50,1.83,0.96,57.33,50.67,88.00,54.17,46.50,86.00,36.83,32.00,87.00,0.00,0.00,4.00,2.00,1.00,3.33,78.67,6.00,4.83,5.33,0.83,0.00,1.50,0.00,0.17,0.00,0.33,0.33,8.33
Hazard (M) CHE,11.00,14.00,75.21,0.45,0.48,0.90,13.00,2.93,1.21,1.79,1.14,0.43,0.00,0.30,0.40,0.50,0.50,0.00,0.00,33.64,27.93,83.00,2.64,0.93,35.00,2.00,0.43,3.00,0.79,0.49,0.43,0.00,0.14,0.00,0.36,42.79,44.03,37.39,3.50,6.10,12.14,25.00,0.93,6.71,0.71,0.21,0.14,67.00,2.86,0.07,0.00,0.57,0.64,9.14,5.36,3.36,0.79,1.50,1.79,1.14,53.21,45.36,85.00,49.21,40.57,82.00,33.64,27.93,83.00,0.50,0.43,11.00,3.00,1.00,2.64,74.36,5.57,5.36,5.93,1.14,0.00,1.50,0.21,0.14,0.00,0.14,0.14,8.00
Hazard (M) CHE,11.00,17.00,77.35,0.45,0.55,0.90,17.00,2.76,1.18,1.71,1.06,0.53,0.00,0.33,0.42,0.47,0.47,0.00,0.00,31.71,26.29,83.00,2.53,0.82,32.00,1.82,0.41,2.82,0.71,0.45,0.53,0.00,0.12,0.00,0.35,41.82,41.18,37.71,3.50,6.10,11.59,24.82,0.94,6.94,0.71,0.35,0.18,51.00,2.71,0.18,0.00,0.53,0.71,9.18,5.35,3.29,0.76,1.47,1.47,1.05,50.59,42.65,84.00,46.35,37.76,81.00,31.71,26.29,83.00,0.41,0.35,14.00,3.00,3.00,2.76,72.06,5.59,4.94,5.65,1.29,0.00,1.41,0.18,0.12,0.00,0.12,0.12,7.00
Hazard (M) CHE,11.00,12.00,72.75,0.45,0.46,0.90,11.00,2.67,1.17,1.67,1.00,0.50,0.00,0.30,0.42,0.58,0.58,0.00,0.00,33.33,27.83,83.00,2.83,1.00,35.00,2.08,0.50,2.83,0.75,0.47,0.33,0.00,0.17,0.00,0.33,41.33,42.46,38.10,3.50,6.00,11.67,25.17,1.08,6.92,0.67,0.17,0.08,47.00,2.83,0.08,0.00,0.58,0.67,9.42,5.67,3.42,0.83,1.42,2.00,1.22,53.83,46.08,86.00,50.17,41.42,83.00,33.33,27.83,83.00,0.42,0.33,9.00,3.00,1.00,2.75,74.92,5.58,5.08,5.92,0.92,0.00,1.50,0.25,0.08,0.00,0.17,0.17,6.67
Hazard (M) CHE,11.00,16.00,76.56,0.46,0.55,0.90,17.00,2.69,1.12,1.62,1.06,0.50,0.00,0.31,0.40,0.50,0.50,0.00,0.00,31.50,26.25,83.00,2.44,0.88,36.00,1.81,0.38,2.94,0.75,0.47,0.56,0.00,0.12,0.00,0.38,39.88,42.58,38.76,3.40,6.00,11.81,25.88,1.00,7.25,0.69,0.19,0.12,63.00,2.75,0.19,0.00,0.56,0.75,9.25,5.50,3.31,0.75,1.50,1.56,1.08,50.62,42.81,85.00,46.31,38.06,82.00,31.50,26.25,83.00,0.44,0.38,13.00,3.00,3.00,2.56,71.25,5.38,5.00,5.56,1.19,0.00,1.38,0.19,0.12,0.00,0.12,0.12,6.67
Hazard (M) CHE,11.00,21.00,79.62,0.45,0.56,0.80,20.00,2.67,1.19,1.76,0.90,0.57,0.00,0.33,0.44,0.48,0.48,0.00,0.00,32.76,26.67,81.00,2.62,0.76,29.00,1.81,0.33,2.76,0.57,0.40,0.48,0.00,0.10,0.00,0.38,42.48,40.51,37.19,3.40,6.10,11.24,24.10,0.90,6.86,0.67,0.43,0.19,44.00,2.81,0.19,0.00,0.43,0.62,8.86,5.29,2.95,0.67,1.48,1.29,0.95,51.14,42.33,83.00,47.19,37.62,80.00,32.76,26.67,81.00,0.43,0.33,18.00,3.00,4.00,2.95,73.14,5.71,5.05,5.62,1.24,0.05,1.48,0.14,0.10,0.00,0.14,0.14,6.33
Hazard (M) CHE,11.00,22.00,80.09,0.45,0.56,0.80,20.00,2.64,1.14,1.73,0.91,0.55,0.00,0.32,0.42,0.45,0.45,0.00,0.00,32.59,26.50,81.00,2.77,0.73,26.00,1.77,0.41,2.68,0.55,0.39,0.45,0.00,0.09,0.00,0.36,41.50,39.44,35.55,3.30,6.00,10.77,23.05,0.86,6.64,0.73,0.41,0.18,44.00,2.73,0.18,0.00,0.41,0.59,9.05,5.50,3.05,0.73,1.55,1.36,0.99,50.64,41.91,83.00,46.91,37.18,79.00,32.59,26.50,81.00,0.41,0.32,19.00,3.00,4.00,2.95,73.09,5.86,5.00,5.82,1.18,0.05,1.45,0.14,0.09,0.00,0.14,0.14,6.33
Hazard (M) CHE,11.00,25.00,80.76,0.44,0.54,0.80,22.00,2.68,1.20,1.80,0.88,0.56,0.00,0.32,0.44,0.48,0.48,0.00,0.00,32.92,26.80,81.00,3.00,0.68,23.00,1.88,0.48,2.72,0.48,0.37,0.40,0.00,0.08,0.00,0.36,42.48,39.48,36.10,3.30,6.10,11.52,23.76,0.84,6.60,1.04,0.36,0.16,44.00,2.76,0.16,0.00,0.36,0.52,9.24,5.76,3.40,0.80,1.64,1.68,1.14,50.92,42.16,83.00,47.52,37.36,79.00,32.92,26.80,81.00,0.36,0.28,22.00,3.00,5.00,3.40,73.24,5.96,5.04,6.08,1.08,0.04,1.52,0.12,0.08,0.00,0.16,0.16,5.67
Hazard (M) CHE,11.00,11.00,71.18,0.45,0.48,1.00,11.00,2.73,1.18,1.82,0.91,0.55,0.00,0.31,0.45,0.64,0.64,0.00,0.00,34.36,28.82,84.00,2.91,1.00,34.00,2.18,0.45,2.91,0.82,0.50,0.36,0.00,0.09,0.00,0.36,43.18,43.15,40.29,3.70,6.30,11.73,26.45,1.18,7.45,0.45,0.18,0.09,50.00,2.73,0.09,0.00,0.36,0.45,8.64,5.09,2.91,0.64,1.18,1.73,1.05,55.09,47.55,86.00,51.64,42.91,83.00,34.36,28.82,84.00,0.36,0.36,8.00,3.00,1.00,2.64,75.73,5.82,5.18,6.09,0.91,0.00,1.55,0.18,0.09,0.00,0.18,0.18,4.00
Hazard (M) CHE,11.00,18.00,78.06,0.48,0.58,0.90,19.00,2.78,1.28,1.78,1.00,0.67,0.00,0.36,0.49,0.56,0.56,0.00,0.00,32.17,26.67,83.00,2.39,0.78,33.00,1.72,0.39,2.78,0.67,0.44,0.50,0.00,0.11,0.00,0.33,43.00,40.78,40.16,3.80,6.40,11.44,25.94,1.06,7.39,0.72,0.33,0.17,52.00,2.67,0.17,0.00,0.50,0.67,9.28,5.50,3.22,0.72,1.50,1.50,1.05,50.50,42.50,84.00,46.39,37.78,81.00,32.17,26.67,83.00,0.44,0.39,15.00,3.00,3.00,2.94,72.50,5.78,4.94,5.44,1.28,0.06,1.33,0.17,0.11,0.00,0.17,0.17,3.67
Hazard (M) CHE,11.00,10.00,69.30,0.43,0.48,0.90,11.00,2.70,1.10,1.90,0.80,0.60,0.00,0.31,0.46,0.70,0.70,0.00,0.00,34.40,29.00,84.00,3.00,1.00,33.00,2.40,0.50,2.70,0.70,0.45,0.40,0.00,0.10,0.00,0.30,45.10,41.78,42.12,3.70,6.20,10.90,27.10,1.30,7.90,0.50,0.20,0.10,50.00,2.60,0.10,0.00,0.40,0.50,8.90,5.40,3.10,0.60,1.10,1.80,1.10,55.50,48.00,86.00,52.10,43.30,83.00,34.40,29.00,84.00,0.30,0.30,7.00,3.00,1.00,2.50,76.20,6.00,4.60,6.10,0.90,0.00,1.70,0.20,0.10,0.00,0.20,0.20,3.33
Hazard (M) CHE,11.00,19.00,78.68,0.47,0.56,0.90,19.00,2.68,1.21,1.68,1.00,0.63,0.00,0.34,0.46,0.53,0.53,0.00,0.00,32.95,27.21,83.00,2.42,0.79,33.00,1.74,0.37,2.79,0.63,0.42,0.47,0.00,0.11,0.00,0.37,41.58,41.00,38.91,3.60,6.30,11.63,25.37,1.00,7.16,0.68,0.42,0.21,50.00,2.68,0.21,0.00,0.47,0.68,9.00,5.42,3.05,0.74,1.42,1.42,1.01,51.58,43.37,84.00,47.42,38.58,81.00,32.95,27.21,83.00,0.42,0.37,16.00,3.00,3.00,2.89,73.37,5.68,5.11,5.47,1.37,0.05,1.37,0.16,0.11,0.00,0.16,0.16,3.33
Hazard (M) CHE,11.00,20.00,79.25,0.47,0.56,0.90,19.00,2.75,1.25,1.80,0.95,0.60,0.00,0.35,0.46,0.50,0.50,0.00,0.00,33.05,27.05,82.00,2.60,0.80,31.00,1.85,0.35,2.85,0.60,0.42,0.45,0.00,0.10,0.00,0.40,43.40,41.74,37.95,3.60,6.30,11.60,24.65,0.95,6.95,0.65,0.45,0.20,44.00,2.70,0.20,0.00,0.45,0.65,8.85,5.20,3.00,0.70,1.40,1.35,0.97,51.70,43.15,83.00,47.70,38.35,80.00,33.05,27.05,82.00,0.45,0.35,17.00,3.00,3.00,2.85,73.75,5.80,5.10,5.60,1.30,0.05,1.50,0.15,0.10,0.00,0.15,0.15,3.00
Hazard (M) CHE,11.00,9.00,74.11,0.45,0.50,1.00,10.00,3.00,1.22,2.11,0.89,0.67,0.00,0.34,0.51,0.78,0.78,0.00,0.00,36.11,30.67,85.00,3.22,1.00,31.00,2.67,0.44,2.78,0.67,0.45,0.33,0.00,0.11,0.00,0.33,50.11,42.91,44.36,3.90,6.50,11.11,28.11,1.44,8.33,0.56,0.22,0.11,50.00,2.89,0.11,0.00,0.44,0.56,9.11,5.56,3.22,0.56,1.22,2.00,1.18,58.44,50.67,87.00,54.89,45.67,83.00,36.11,30.67,85.00,0.22,0.22,7.00,2.00,1.00,2.67,80.78,6.67,4.44,6.56,0.89,0.00,1.89,0.11,0.11,0.00,0.22,0.22,2.67
Fernandes (M) MUN,11.70,6.00,80.00,0.54,0.56,0.80,5.00,2.33,1.17,0.83,1.50,0.50,0.00,0.11,0.49,0.50,0.50,0.00,0.00,28.33,19.83,70.00,6.33,2.17,34.00,2.83,1.17,3.17,0.33,0.28,0.33,0.00,0.17,0.00,0.17,24.50,48.82,39.13,3.30,5.90,12.00,24.00,1.00,6.00,1.83,2.17,1.50,69.00,4.17,1.00,0.00,1.17,2.17,12.33,7.83,4.17,0.50,0.83,2.67,1.80,59.00,46.00,78.00,50.50,36.50,72.00,28.33,19.83,70.00,0.33,0.33,6.00,0.00,2.00,0.83,81.83,2.50,9.67,9.67,0.50,0.00,2.33,0.17,0.17,0.00,0.50,0.33,12.67
Fernandes (M) MUN,11.70,12.00,80.42,0.52,0.55,0.90,12.00,2.92,1.33,1.08,1.83,0.58,0.08,0.24,0.49,0.58,0.58,0.00,0.08,26.92,18.42,68.00,5.08,1.50,30.00,2.50,1.00,3.17,0.67,0.42,0.42,0.00,0.17,0.00,0.25,29.42,45.85,40.08,3.70,6.30,11.58,25.83,1.17,7.08,1.25,1.92,1.17,61.00,3.75,0.75,0.00,0.83,1.58,11.50,7.67,3.92,0.42,1.25,2.25,1.52,57.08,43.33,76.00,47.33,32.83,69.00,26.92,18.42,68.00,0.58,0.50,11.00,1.00,3.00,0.67,78.33,2.58,10.17,8.83,0.67,0.00,2.17,0.08,0.42,0.00,0.33,0.25,11.67
Fernandes (M) MUN,11.70,21.00,83.29,0.48,0.54,0.90,20.00,3.24,1.33,1.29,1.95,0.62,0.14,0.28,0.50,0.52,0.52,0.00,0.05,27.38,18.86,69.00,4.71,1.29,27.00,1.81,0.71,2.86,0.62,0.40,0.43,0.00,0.19,0.00,0.33,34.67,41.46,37.38,3.70,6.30,11.57,24.86,1.05,6.90,1.05,1.76,1.00,57.00,4.10,0.76,0.00,0.81,1.57,11.95,7.90,3.67,0.62,1.52,1.90,1.36,55.76,42.76,77.00,46.43,32.33,70.00,27.38,18.86,69.00,0.48,0.29,20.00,1.00,9.00,0.43,76.62,3.19,9.19,8.48,0.57,0.00,1.43,0.10,0.43,0.00,0.29,0.24,11.00
Fernandes (M) MUN,11.70,11.00,80.45,0.59,0.63,1.00,12.00,3.09,1.45,1.18,1.91,0.64,0.09,0.26,0.54,0.64,0.64,0.00,0.09,27.09,18.45,68.00,5.27,1.64,31.00,2.64,0.91,3.36,0.73,0.45,0.45,0.00,0.18,0.00,0.27,32.00,48.57,43.13,4.10,6.70,12.00,27.55,1.27,7.55,1.27,1.91,1.18,62.00,3.91,0.82,0.00,0.82,1.64,11.45,7.55,3.73,0.45,1.09,2.36,1.53,57.55,43.55,76.00,47.73,33.00,69.00,27.09,18.45,68.00,0.64,0.55,10.00,1.00,2.00,0.73,79.09,2.82,10.27,8.64,0.45,0.00,2.27,0.09,0.45,0.00,0.36,0.27,10.33
Fernandes (M) MUN,11.70,5.00,81.00,0.56,0.56,0.90,5.00,2.60,1.40,1.00,1.60,0.60,0.00,0.13,0.58,0.60,0.60,0.00,0.00,31.40,22.20,71.00,6.80,2.40,35.00,3.00,1.00,3.60,0.40,0.33,0.40,0.00,0.20,0.00,0.20,27.80,55.08,45.12,3.90,6.50,13.00,27.40,1.20,6.80,2.00,2.20,1.60,73.00,4.20,1.00,0.00,1.40,2.40,13.40,8.80,4.60,0.60,0.80,3.00,1.97,63.20,49.80,79.00,55.20,40.40,73.00,31.40,22.20,71.00,0.40,0.40,5.00,0.00,1.00,1.00,87.60,3.00,10.40,10.60,0.40,0.00,2.40,0.20,0.20,0.00,0.60,0.40,10.00
Fernandes (M) MUN,11.70,13.00,79.69,0.47,0.54,0.90,15.00,3.08,1.38,1.23,1.85,0.62,0.15,0.24,0.53,0.69,0.69,0.00,0.08,26.38,18.00,68.00,4.77,1.46,31.00,2.38,0.92,3.15,0.62,0.40,0.46,0.00,0.15,0.00,0.23,31.31,45.16,44.23,3.90,6.50,12.15,28.77,1.23,7.85,1.23,1.85,1.15,62.00,4.15,0.92,0.00,0.77,1.69,11.92,8.15,3.92,0.38,1.54,2.31,1.54,55.62,42.31,76.00,45.77,31.77,69.00,26.38,18.00,68.00,0.54,0.46,12.00,1.00,4.00,0.62,76.38,2.62,9.85,8.69,0.62,0.00,2.08,0.08,0.38,0.00,0.38,0.31,9.33
Fernandes (M) MUN,11.70,22.00,83.59,0.47,0.50,1.00,23.00,3.36,1.41,1.32,2.05,0.64,0.14,0.28,0.53,0.55,0.55,0.00,0.05,28.14,19.36,69.00,4.82,1.27,26.00,1.95,0.68,2.95,0.68,0.43,0.50,0.00,0.18,0.00,0.36,36.23,42.45,39.75,3.90,6.60,11.86,26.18,1.14,7.36,1.00,1.77,1.00,56.00,4.00,0.82,0.00,0.82,1.64,11.55,7.59,3.55,0.59,1.45,1.86,1.32,56.27,43.14,77.00,47.23,32.82,69.00,28.14,19.36,69.00,0.45,0.27,21.00,1.00,9.00,0.41,77.32,3.55,9.00,8.73,0.55,0.00,1.55,0.09,0.45,0.00,0.32,0.27,9.33
Fernandes (M) MUN,11.70,7.00,81.43,0.56,0.67,0.90,8.00,2.86,1.43,1.00,1.86,0.57,0.14,0.21,0.53,0.71,0.71,0.00,0.14,27.57,19.57,71.00,6.00,2.00,33.00,2.71,1.14,2.86,0.43,0.32,0.43,0.00,0.29,0.00,0.14,29.29,44.87,46.91,3.60,6.20,11.14,27.86,1.29,7.57,1.71,2.29,1.57,69.00,4.14,1.00,0.00,1.00,2.00,11.57,7.43,3.71,0.43,0.86,2.29,1.58,57.57,44.71,78.00,49.43,35.43,72.00,27.57,19.57,71.00,0.29,0.29,7.00,0.00,2.00,0.86,81.57,2.43,9.29,9.71,0.71,0.00,2.29,0.14,0.43,0.00,0.43,0.29,9.00
Fernandes (M) MUN,11.70,20.00,82.95,0.49,0.54,0.90,20.00,3.30,1.40,1.30,2.00,0.65,0.15,0.29,0.52,0.55,0.55,0.00,0.05,27.70,18.95,68.00,4.65,1.35,29.00,1.90,0.75,2.95,0.65,0.42,0.45,0.00,0.20,0.00,0.30,35.50,42.72,38.90,3.90,6.50,11.75,25.70,1.10,7.10,1.10,1.75,1.05,60.00,4.25,0.75,0.00,0.85,1.60,11.70,7.90,3.70,0.65,1.55,2.00,1.40,56.20,42.75,76.00,46.55,32.25,69.00,27.70,18.95,68.00,0.50,0.30,19.00,1.00,9.00,0.45,77.20,3.15,9.30,8.50,0.55,0.00,1.50,0.10,0.40,0.00,0.30,0.25,9.00
Fernandes (M) MUN,11.70,10.00,79.50,0.58,0.63,1.00,12.00,3.00,1.40,1.20,1.80,0.70,0.10,0.26,0.56,0.70,0.70,0.00,0.10,28.10,19.50,69.00,5.60,1.70,30.00,2.80,1.00,3.50,0.80,0.48,0.50,0.00,0.20,0.00,0.20,31.50,50.66,45.72,4.30,6.90,12.50,29.60,1.40,8.00,1.40,1.90,1.20,63.00,4.10,0.80,0.00,0.80,1.60,11.70,7.70,3.90,0.50,1.20,2.30,1.56,58.30,44.50,76.00,49.80,34.80,70.00,28.10,19.50,69.00,0.70,0.60,9.00,1.00,2.00,0.70,80.00,2.80,10.50,9.40,0.50,0.00,2.40,0.10,0.40,0.00,0.40,0.30,7.33
Fernandes (M) MUN,11.70,19.00,82.58,0.49,0.56,1.00,20.00,3.32,1.47,1.32,2.00,0.68,0.16,0.31,0.55,0.58,0.58,0.00,0.05,27.11,18.63,69.00,4.63,1.42,31.00,1.89,0.79,2.95,0.63,0.41,0.47,0.00,0.21,0.00,0.32,35.37,42.98,39.99,4.00,6.60,11.58,26.26,1.16,7.37,1.05,1.68,1.00,60.00,4.21,0.74,0.00,0.89,1.63,12.05,8.05,3.74,0.68,1.58,2.05,1.42,55.21,41.84,76.00,45.53,31.53,69.00,27.11,18.63,69.00,0.53,0.32,18.00,1.00,9.00,0.42,76.00,3.16,9.16,8.53,0.53,0.00,1.53,0.11,0.37,0.00,0.32,0.26,7.33
