Name,Price,Appearances,Minutes,%%xGI,%%GI,xGI,Goal Involvement,Shots,On Target,Shots in Box,Shots Outside Box,Big Chances,Headed Shots,NPxG,Expected Goals,Goals,Goals In Box,Goals from Outside Box,Headed Goals,Final 3rd Passes,Final 3rd Successesful Passes,%% Final 3rd Successful,Total Crosses,Successful Crosses,%% Successful Crosses,Total Corners,Total Indirect FK,Key Passes,Big Chances Created,Expected Assists,Assists,Saves,Yellow Card,Red Card,Cleansheet,Threat,Creativity,Influence,xAtt,Expected Points,bBPS,BPS,Bonus Points,Points,Goals Conceded,Total Tackles,Tackles Won,%% Accurate Tackles,Recovery,Clearances,Blocks,Interceptions,CBI,Shots Conceded,Shots Conceded In Box,Shots Conceded OT,SP,Headed Shots Conceded,BC Conceded,xGC,Total Passes,Successful Passes,%% Successful Passes,Opposition Half Passes,Successful Opposition Half Passes,%% Successful Opposition Half Passes,Remove1,Remove2,Remove3,Total Throughballs,Accurate Throughballs,Remove4,Remove5,Remove6,Remove7,Total Touches,Touches in Box,Entries into Final 3rd,Entries into Box,Fouled in Final 3rd,Fouled in Box,Corners into Box,Accurate Indirect FK,Total Direct FK,Goals Direct FK,Total Penalties,Penalty Goals,3GW
Fernandes (M) MUN,11.70,8.00,82.50,0.60,0.69,1.00,9.00,3.00,1.50,1.12,1.88,0.62,0.12,0.20,0.58,0.75,0.75,0.00,0.12,29.38,20.75,71.00,5.88,2.12,36.00,2.88,1.12,3.25,0.62,0.41,0.38,0.00,0.25,0.00,0.25,32.62,49.94,48.30,4.20,6.80,13.00,29.88,1.50,8.00,1.50,2.25,1.50,67.00,3.88,0.88,0.00,0.88,1.75,11.00,7.25,3.50,0.38,1.00,2.12,1.47,60.62,47.00,78.00,51.62,37.12,72.00,29.38,20.75,71.00,0.50,0.50,8.00,0.00,2.00,0.88,84.00,2.75,9.88,9.88,0.62,0.00,2.38,0.12,0.50,0.00,0.50,0.38,6.33
Fernandes (M) MUN,11.70,14.00,80.43,0.50,0.57,1.00,17.00,3.07,1.36,1.36,1.71,0.71,0.21,0.28,0.55,0.71,0.71,0.00,0.07,25.64,17.43,68.00,4.64,1.43,31.00,2.21,0.86,3.14,0.71,0.44,0.50,0.00,0.21,0.00,0.21,32.43,44.82,45.24,4.10,6.70,12.14,29.50,1.36,8.14,1.29,1.93,1.29,67.00,4.14,0.86,0.00,0.79,1.64,11.79,7.93,3.79,0.57,1.50,2.29,1.50,54.79,41.50,76.00,44.43,30.57,69.00,25.64,17.43,68.00,0.57,0.43,13.00,1.00,4.00,0.57,75.64,2.93,9.79,8.29,0.57,0.00,1.93,0.07,0.36,0.00,0.36,0.29,6.00
Fernandes (M) MUN,11.70,15.00,81.00,0.50,0.58,1.00,18.00,3.07,1.33,1.33,1.73,0.73,0.20,0.29,0.54,0.67,0.67,0.00,0.07,27.40,18.73,68.00,4.53,1.40,31.00,2.07,0.87,3.13,0.67,0.43,0.53,0.00,0.20,0.00,0.27,33.93,44.84,44.60,4.00,6.60,11.80,28.60,1.27,8.00,1.20,1.93,1.27,66.00,4.00,0.80,0.00,0.80,1.60,11.60,7.87,3.87,0.67,1.47,2.13,1.46,55.87,42.27,76.00,46.07,31.80,69.00,27.40,18.73,68.00,0.53,0.40,14.00,1.00,5.00,0.53,76.53,3.00,9.87,8.47,0.60,0.00,1.80,0.07,0.33,0.00,0.33,0.27,5.00
Fernandes (M) MUN,11.70,9.00,83.33,0.58,0.69,1.10,11.00,3.33,1.56,1.33,2.00,0.78,0.11,0.28,0.62,0.78,0.78,0.00,0.11,29.33,20.22,69.00,6.00,1.89,32.00,3.00,1.11,3.00,0.67,0.43,0.44,0.00,0.22,0.00,0.22,35.00,46.62,46.89,4.40,7.10,11.44,29.44,1.33,8.22,1.56,2.00,1.33,67.00,4.11,0.89,0.00,0.89,1.78,10.89,7.00,3.67,0.33,1.00,1.89,1.40,60.44,45.78,76.00,51.44,35.67,69.00,29.33,20.22,69.00,0.67,0.56,9.00,0.00,2.00,0.78,83.89,3.11,10.56,9.78,0.56,0.00,2.56,0.11,0.44,0.00,0.44,0.33,3.67
Fernandes (M) MUN,11.70,17.00,81.82,0.48,0.56,1.00,19.00,3.24,1.47,1.35,1.88,0.71,0.18,0.29,0.56,0.65,0.65,0.00,0.06,27.59,19.18,70.00,4.71,1.41,30.00,1.94,0.82,3.12,0.59,0.40,0.47,0.00,0.24,0.00,0.29,35.41,44.66,43.45,4.00,6.60,12.12,28.00,1.29,7.76,1.12,1.76,1.12,64.00,4.29,0.76,0.00,0.88,1.65,11.76,8.00,3.71,0.76,1.59,2.12,1.43,55.71,42.41,76.00,46.12,32.12,70.00,27.59,19.18,70.00,0.47,0.35,16.00,1.00,7.00,0.47,76.41,3.12,9.59,8.53,0.53,0.00,1.59,0.06,0.29,0.00,0.35,0.29,3.25
Fernandes (M) MUN,11.70,16.00,81.38,0.49,0.58,1.00,19.00,3.19,1.38,1.38,1.81,0.75,0.19,0.28,0.57,0.69,0.69,0.00,0.06,27.19,18.62,68.00,4.56,1.31,29.00,1.94,0.81,3.25,0.62,0.42,0.50,0.00,0.19,0.00,0.25,35.06,45.52,44.90,4.10,6.80,12.06,28.94,1.38,8.12,1.19,1.88,1.19,63.00,4.25,0.81,0.00,0.81,1.62,11.81,8.12,3.94,0.75,1.62,2.12,1.47,55.25,41.88,76.00,45.69,31.56,69.00,27.19,18.62,68.00,0.50,0.38,15.00,1.00,6.00,0.50,75.75,3.19,9.75,8.44,0.56,0.00,1.69,0.06,0.31,0.00,0.38,0.31,3.00
Mané (M) LIV,11.90,25.00,84.52,0.26,0.25,0.50,14.00,2.32,1.16,1.92,0.40,0.48,0.44,0.36,0.36,0.48,0.48,0.00,0.04,16.40,10.96,67.00,1.00,0.12,12.00,0.00,0.00,1.12,0.16,0.18,0.08,0.00,0.04,0.00,0.52,36.04,17.22,24.78,2.30,5.10,8.08,17.44,0.64,5.72,0.56,1.28,1.04,81.00,4.52,0.32,0.08,0.48,0.88,8.04,5.04,2.48,0.68,1.12,1.04,0.83,33.16,25.56,77.00,26.88,19.40,72.00,16.40,10.96,67.00,0.24,0.12,24.00,1.00,8.00,1.64,50.60,5.60,2.76,2.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
Mané (M) LIV,11.90,10.00,78.80,0.29,0.35,0.70,8.00,2.10,1.00,1.80,0.30,0.90,0.70,0.44,0.44,0.50,0.50,0.00,0.00,17.80,13.90,78.00,0.80,0.10,13.00,0.00,0.00,1.80,0.30,0.24,0.30,0.00,0.00,0.00,0.30,28.60,24.35,27.34,2.90,5.60,6.80,18.50,0.80,6.40,0.60,1.80,1.10,61.00,3.50,0.30,0.00,0.80,1.10,9.50,6.00,2.50,0.30,1.50,1.50,0.95,29.50,23.70,80.00,25.50,19.70,77.00,17.80,13.90,78.00,0.30,0.10,9.00,1.00,4.00,1.30,48.30,4.90,2.80,3.00,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,9.33
Mané (M) LIV,11.90,12.00,80.67,0.33,0.39,0.80,11.00,2.33,1.17,1.92,0.42,1.00,1.00,0.50,0.50,0.58,0.58,0.00,0.17,17.83,13.75,77.00,1.25,0.25,20.00,0.00,0.00,1.92,0.33,0.26,0.33,0.00,0.08,0.00,0.25,33.58,25.96,31.15,3.30,5.90,6.08,19.58,0.92,6.92,0.67,1.92,1.17,61.00,3.50,0.25,0.00,0.75,1.00,9.75,6.25,2.50,0.42,1.58,1.58,0.99,30.08,24.25,81.00,25.92,19.75,76.00,17.83,13.75,77.00,0.25,0.08,11.00,1.00,4.00,1.25,49.25,5.25,2.75,3.42,0.50,0.17,0.00,0.00,0.00,0.00,0.00,0.00,8.67
Mané (M) LIV,11.90,21.00,83.62,0.25,0.22,0.60,11.00,2.38,1.19,1.90,0.48,0.48,0.29,0.36,0.36,0.43,0.43,0.00,0.00,15.52,10.24,66.00,1.00,0.14,14.00,0.00,0.00,1.19,0.19,0.19,0.10,0.00,0.05,0.00,0.52,36.57,17.80,23.33,2.40,5.20,8.29,16.86,0.62,5.48,0.57,1.19,1.00,84.00,4.67,0.29,0.05,0.52,0.86,7.86,4.95,2.52,0.33,1.10,1.05,0.83,32.62,25.29,78.00,26.33,19.05,72.00,15.52,10.24,66.00,0.24,0.10,20.00,1.00,7.00,1.71,49.90,5.90,2.57,2.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33
Mané (M) LIV,11.90,16.00,83.00,0.37,0.41,0.80,16.00,2.38,1.19,1.94,0.44,0.94,0.81,0.49,0.49,0.56,0.50,0.06,0.12,17.19,12.94,75.00,1.38,0.19,14.00,0.00,0.00,1.94,0.44,0.31,0.44,0.00,0.06,0.00,0.25,35.31,25.78,32.71,3.40,6.10,6.75,20.81,0.94,7.19,0.75,1.62,1.00,62.00,4.06,0.31,0.00,0.62,0.94,10.31,6.31,2.94,0.50,1.50,1.75,1.10,29.62,23.56,80.00,25.25,18.69,74.00,17.19,12.94,75.00,0.31,0.19,15.00,1.00,4.00,1.69,49.00,5.69,2.50,4.00,0.44,0.12,0.00,0.00,0.00,0.00,0.00,0.00,8.33
Mané (M) LIV,11.90,20.00,83.30,0.25,0.22,0.50,10.00,2.25,1.05,1.80,0.45,0.50,0.25,0.34,0.34,0.40,0.40,0.00,0.00,14.95,10.00,67.00,0.95,0.10,11.00,0.00,0.00,1.20,0.20,0.19,0.10,0.00,0.05,0.00,0.55,34.60,17.58,22.14,2.30,5.10,8.30,16.40,0.65,5.40,0.45,1.20,1.00,83.00,4.45,0.30,0.05,0.55,0.90,7.80,4.80,2.50,0.30,1.00,1.10,0.84,31.70,24.80,78.00,25.40,18.45,73.00,14.95,10.00,67.00,0.25,0.10,19.00,1.00,7.00,1.75,48.85,5.65,2.35,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Mané (M) LIV,11.90,23.00,84.17,0.26,0.25,0.60,13.00,2.39,1.22,1.96,0.43,0.48,0.39,0.36,0.36,0.48,0.48,0.00,0.00,16.39,11.04,67.00,1.00,0.13,13.00,0.00,0.00,1.17,0.17,0.19,0.09,0.00,0.04,0.00,0.48,36.91,17.85,25.01,2.40,5.20,8.13,17.52,0.70,5.74,0.61,1.30,1.04,80.00,4.61,0.30,0.04,0.52,0.87,7.96,5.04,2.48,0.70,1.13,1.09,0.84,33.57,25.96,77.00,27.09,19.61,72.00,16.39,11.04,67.00,0.22,0.09,22.00,1.00,7.00,1.70,51.17,5.74,2.61,2.74,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Mané (M) LIV,11.90,9.00,77.56,0.31,0.33,0.70,7.00,2.11,1.11,1.78,0.33,0.89,0.56,0.45,0.45,0.56,0.56,0.00,0.00,17.33,13.33,77.00,0.56,0.00,0.00,0.00,0.00,1.78,0.33,0.25,0.22,0.00,0.00,0.00,0.33,29.33,23.43,29.36,3.00,5.70,6.56,18.56,0.89,6.56,0.56,1.67,1.00,60.00,3.56,0.33,0.00,0.89,1.22,9.33,5.67,2.33,0.22,1.33,1.44,0.90,29.44,23.44,80.00,25.11,19.33,77.00,17.33,13.33,77.00,0.33,0.11,8.00,1.00,4.00,1.33,47.89,4.44,2.67,3.00,0.44,0.11,0.00,0.00,0.00,0.00,0.00,0.00,8.00
Mané (M) LIV,11.90,23.00,78.83,0.34,0.38,0.70,20.00,2.35,1.17,2.04,0.30,0.91,0.74,0.47,0.47,0.52,0.48,0.04,0.09,16.43,12.74,78.00,1.22,0.22,18.00,0.04,0.00,1.70,0.30,0.24,0.35,0.00,0.09,0.00,0.39,36.30,23.29,29.80,3.10,5.70,6.74,19.26,0.78,6.61,0.52,1.43,0.96,67.00,4.04,0.26,0.00,0.43,0.70,9.52,5.74,2.74,0.39,1.35,1.57,0.99,30.04,24.52,82.00,25.30,19.52,77.00,16.43,12.74,78.00,0.22,0.13,21.00,2.00,8.00,1.70,47.91,6.09,2.17,3.83,0.35,0.09,0.04,0.00,0.00,0.00,0.00,0.00,7.67
Mané (M) LIV,11.90,17.00,83.41,0.36,0.40,0.80,17.00,2.41,1.18,2.00,0.41,1.00,0.82,0.50,0.50,0.53,0.47,0.06,0.12,17.29,13.06,76.00,1.29,0.18,14.00,0.00,0.00,2.00,0.41,0.30,0.47,0.00,0.06,0.00,0.29,35.82,26.39,32.09,3.40,6.20,6.59,20.35,0.88,7.12,0.71,1.53,0.94,61.00,4.18,0.29,0.00,0.59,0.88,9.88,6.00,2.76,0.47,1.41,1.65,1.04,30.29,24.24,80.00,25.71,19.24,75.00,17.29,13.06,76.00,0.29,0.18,16.00,1.00,4.00,1.65,49.35,6.00,2.47,3.88,0.41,0.12,0.00,0.00,0.00,0.00,0.00,0.00,7.33
Mané (M) LIV,11.90,12.00,83.75,0.33,0.30,0.70,8.00,3.08,1.42,2.42,0.67,0.83,0.58,0.51,0.51,0.33,0.33,0.00,0.08,16.00,11.58,72.00,1.42,0.17,12.00,0.00,0.00,1.50,0.17,0.22,0.33,0.00,0.17,0.00,0.25,46.33,19.85,21.18,3.20,5.70,4.17,13.17,0.33,5.00,1.00,1.33,0.67,50.00,2.92,0.25,0.00,0.33,0.58,8.25,5.33,3.17,0.33,1.25,2.25,1.36,29.92,23.42,78.00,25.83,19.17,74.00,16.00,11.58,72.00,0.00,0.00,11.00,1.00,2.00,2.42,52.00,7.42,1.50,3.42,1.42,0.08,0.00,0.00,0.00,0.00,0.00,0.00,7.00
Mané (M) LIV,11.90,8.00,87.75,0.27,0.27,0.50,4.00,2.38,1.38,2.00,0.38,0.25,0.38,0.32,0.32,0.50,0.50,0.00,0.00,13.75,8.88,65.00,1.25,0.12,10.00,0.00,0.00,1.12,0.25,0.21,0.00,0.00,0.12,0.00,0.62,35.75,16.39,24.85,2.20,5.00,8.62,17.62,1.00,6.00,0.38,1.25,1.12,90.00,4.38,0.38,0.00,0.75,1.12,8.12,5.25,2.62,0.25,1.00,1.00,0.87,30.00,23.00,77.00,24.12,17.12,71.00,13.75,8.88,65.00,0.12,0.12,8.00,0.00,2.00,1.38,48.38,5.12,1.75,2.25,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67
Mané (M) LIV,11.90,11.00,83.18,0.33,0.32,0.70,8.00,3.00,1.36,2.27,0.73,0.91,0.64,0.52,0.52,0.36,0.36,0.00,0.09,15.27,11.00,72.00,1.27,0.18,14.00,0.00,0.00,1.45,0.18,0.22,0.36,0.00,0.18,0.00,0.27,44.55,19.20,22.22,3.30,5.70,4.55,14.36,0.36,5.27,1.00,1.27,0.64,50.00,3.09,0.27,0.00,0.36,0.64,8.27,5.36,3.27,0.36,1.27,2.09,1.35,28.91,22.45,78.00,24.73,18.36,74.00,15.27,11.00,72.00,0.00,0.00,10.00,1.00,2.00,2.55,50.64,7.27,1.36,3.18,1.45,0.09,0.00,0.00,0.00,0.00,0.00,0.00,6.67
Mané (M) LIV,11.90,16.00,83.25,0.35,0.31,0.70,11.00,3.00,1.31,2.44,0.56,0.75,0.69,0.48,0.48,0.38,0.38,0.00,0.06,16.31,11.38,70.00,1.81,0.25,14.00,0.06,0.00,1.44,0.25,0.25,0.31,0.00,0.12,0.00,0.25,48.62,19.61,23.84,3.10,5.70,4.56,14.12,0.38,5.19,0.88,1.75,0.81,46.00,3.19,0.31,0.00,0.31,0.62,7.75,4.81,3.06,0.50,1.31,2.00,1.23,30.19,23.19,77.00,26.56,19.12,72.00,16.31,11.38,70.00,0.00,0.00,15.00,1.00,3.00,2.31,52.69,8.31,1.69,3.56,1.31,0.06,0.00,0.00,0.00,0.00,0.00,0.00,6.67
Mané (M) LIV,11.90,16.00,83.25,0.35,0.31,0.70,11.00,3.00,1.31,2.44,0.56,0.75,0.69,0.48,0.48,0.38,0.38,0.00,0.06,16.31,11.38,70.00,1.81,0.25,14.00,0.06,0.00,1.44,0.25,0.25,0.31,0.00,0.12,0.00,0.25,48.62,19.61,23.84,3.10,5.70,4.56,14.12,0.38,5.19,0.88,1.75,0.81,46.00,3.19,0.31,0.00,0.31,0.62,7.75,4.81,3.06,0.50,1.31,2.00,1.23,30.19,23.19,77.00,26.56,19.12,72.00,16.31,11.38,70.00,0.00,0.00,15.00,1.00,3.00,2.31,52.69,8.31,1.69,3.56,1.31,0.06,0.00,0.00,0.00,0.00,0.00,0.00,6.67
Mané (M) LIV,11.90,19.00,83.00,0.25,0.22,0.60,10.00,2.32,1.11,1.84,0.47,0.53,0.26,0.36,0.36,0.42,0.42,0.00,0.00,14.84,9.84,66.00,0.89,0.05,6.00,0.00,0.00,1.16,0.21,0.19,0.11,0.00,0.05,0.00,0.53,34.84,17.04,22.99,2.40,5.10,8.37,16.89,0.68,5.53,0.47,1.26,1.05,83.00,4.42,0.32,0.05,0.58,0.95,7.84,4.79,2.63,0.26,1.00,1.16,0.88,31.84,24.84,78.00,25.37,18.32,72.00,14.84,9.84,66.00,0.26,0.11,18.00,1.00,6.00,1.79,49.05,5.58,2.26,2.37,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33
Mané (M) LIV,11.90,22.00,83.91,0.26,0.24,0.50,12.00,2.41,1.18,1.95,0.45,0.45,0.36,0.35,0.35,0.45,0.45,0.00,0.00,16.14,10.82,67.00,1.05,0.14,13.00,0.00,0.00,1.23,0.18,0.19,0.09,0.00,0.05,0.00,0.50,36.23,18.29,24.11,2.30,5.10,8.27,17.27,0.68,5.64,0.59,1.18,1.00,85.00,4.59,0.32,0.05,0.55,0.91,7.73,4.95,2.50,0.45,1.09,1.09,0.84,33.14,25.68,77.00,26.91,19.45,72.00,16.14,10.82,67.00,0.23,0.09,21.00,1.00,7.00,1.73,50.73,5.86,2.64,2.73,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33
Mané (M) LIV,11.90,24.00,84.29,0.26,0.25,0.60,14.00,2.42,1.21,2.00,0.42,0.50,0.46,0.37,0.37,0.50,0.50,0.00,0.04,15.96,10.79,68.00,0.96,0.12,13.00,0.00,0.00,1.17,0.17,0.18,0.08,0.00,0.04,0.00,0.50,37.21,17.76,25.48,2.40,5.20,7.92,17.67,0.67,5.83,0.58,1.25,1.00,80.00,4.54,0.33,0.08,0.50,0.92,8.12,5.08,2.46,0.67,1.08,1.04,0.83,32.88,25.54,78.00,26.46,19.25,73.00,15.96,10.79,68.00,0.25,0.12,23.00,1.00,8.00,1.62,50.50,5.67,2.62,2.67,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33
Mané (M) LIV,11.90,7.00,74.00,0.31,0.28,0.70,5.00,2.29,1.00,2.00,0.29,0.86,0.71,0.43,0.43,0.57,0.57,0.00,0.00,18.14,13.57,75.00,0.71,0.00,0.00,0.00,0.00,1.71,0.29,0.23,0.14,0.00,0.00,0.00,0.43,30.71,22.59,29.49,2.90,5.50,6.57,18.14,0.86,6.43,0.43,1.57,1.00,64.00,3.43,0.43,0.00,1.00,1.43,10.71,6.71,2.57,0.29,1.71,1.57,0.99,29.14,22.86,78.00,25.43,19.00,75.00,18.14,13.57,75.00,0.43,0.14,6.00,1.00,4.00,1.29,46.71,4.86,2.71,3.29,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33
Mané (M) LIV,11.90,8.00,76.00,0.31,0.35,0.70,7.00,2.38,1.25,2.00,0.38,1.00,0.62,0.51,0.51,0.62,0.62,0.00,0.00,17.62,13.12,74.00,0.62,0.00,0.00,0.00,0.00,1.62,0.25,0.22,0.25,0.00,0.00,0.00,0.38,32.50,21.82,32.25,3.20,5.90,6.75,20.25,1.00,7.12,0.50,1.75,1.00,57.00,3.75,0.38,0.00,1.00,1.38,9.62,6.00,2.38,0.25,1.50,1.50,0.93,30.00,23.62,79.00,25.62,19.38,76.00,17.62,13.12,74.00,0.38,0.12,7.00,1.00,4.00,1.25,48.88,4.75,2.88,3.12,0.50,0.12,0.00,0.00,0.00,0.00,0.00,0.00,6.33
Mané (M) LIV,11.90,11.00,79.82,0.33,0.40,0.80,10.00,2.45,1.18,2.00,0.45,1.00,1.00,0.50,0.50,0.55,0.55,0.00,0.09,18.36,14.27,78.00,1.18,0.27,23.00,0.00,0.00,1.91,0.36,0.27,0.36,0.00,0.09,0.00,0.27,33.09,26.29,29.67,3.30,6.00,6.36,19.45,1.00,6.91,0.64,1.73,1.09,63.00,3.36,0.27,0.00,0.73,1.00,9.00,5.73,2.45,0.36,1.45,1.55,0.95,30.18,24.36,81.00,26.55,20.45,77.00,18.36,14.27,78.00,0.27,0.09,10.00,1.00,4.00,1.18,49.18,5.36,2.64,3.55,0.55,0.18,0.00,0.00,0.00,0.00,0.00,0.00,6.00
Mané (M) LIV,11.90,6.00,71.50,0.28,0.29,0.60,5.00,2.00,1.00,1.83,0.17,0.67,0.83,0.38,0.38,0.67,0.67,0.00,0.00,17.83,13.67,77.00,0.50,0.00,0.00,0.00,0.00,2.00,0.33,0.26,0.17,0.00,0.00,0.00,0.33,30.50,25.75,34.40,2.70,5.30,8.00,21.50,1.00,7.00,0.50,1.83,1.17,64.00,3.50,0.33,0.00,1.17,1.50,10.50,6.00,2.67,0.33,1.33,1.67,1.02,28.50,22.67,80.00,25.00,19.33,77.00,17.83,13.67,77.00,0.50,0.17,5.00,1.00,3.00,1.33,45.50,4.33,2.17,3.33,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.67
Mané (M) LIV,11.90,10.00,88.20,0.26,0.30,0.50,6.00,2.30,1.30,1.90,0.40,0.30,0.30,0.32,0.32,0.60,0.60,0.00,0.00,14.00,9.20,66.00,1.30,0.10,8.00,0.00,0.00,1.10,0.20,0.19,0.00,0.00,0.10,0.00,0.50,36.60,16.57,28.18,2.20,5.00,9.60,20.40,1.10,6.50,0.50,1.10,1.00,91.00,4.50,0.40,0.00,0.60,1.00,7.90,5.20,2.60,0.20,1.00,1.10,0.89,31.40,24.50,78.00,25.10,18.00,72.00,14.00,9.20,66.00,0.20,0.10,10.00,0.00,2.00,1.70,49.10,5.40,1.70,2.40,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Mané (M) LIV,11.90,14.00,84.07,0.26,0.27,0.50,8.00,2.36,1.14,1.86,0.50,0.50,0.29,0.35,0.35,0.43,0.43,0.00,0.00,13.93,9.14,66.00,1.00,0.07,7.00,0.00,0.00,1.00,0.14,0.16,0.14,0.00,0.07,0.00,0.57,33.07,15.28,22.97,2.20,5.00,8.07,17.07,0.79,5.79,0.36,1.14,0.93,82.00,4.64,0.36,0.00,0.64,1.00,7.79,4.64,2.50,0.21,1.00,1.14,0.86,31.29,24.64,79.00,24.57,17.79,72.00,13.93,9.14,66.00,0.21,0.07,13.00,1.00,2.00,1.86,48.50,5.07,2.00,2.36,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Mané (M) LIV,11.90,22.00,81.05,0.35,0.37,0.70,19.00,2.41,1.18,2.09,0.32,0.95,0.77,0.49,0.49,0.50,0.45,0.05,0.09,16.73,12.91,77.00,1.27,0.23,18.00,0.05,0.00,1.77,0.32,0.25,0.36,0.00,0.05,0.00,0.41,37.00,24.23,29.65,3.20,5.90,6.91,19.18,0.82,6.68,0.55,1.50,1.00,67.00,4.05,0.27,0.00,0.45,0.73,9.73,5.86,2.82,0.41,1.36,1.64,1.03,30.73,25.00,81.00,25.91,19.91,77.00,16.73,12.91,77.00,0.23,0.14,21.00,1.00,8.00,1.77,49.18,6.23,2.27,3.77,0.36,0.09,0.05,0.00,0.00,0.00,0.00,0.00,5.00
Mané (M) LIV,11.90,9.00,88.00,0.28,0.32,0.60,6.00,2.44,1.44,2.11,0.33,0.33,0.33,0.35,0.35,0.67,0.67,0.00,0.00,14.56,9.78,67.00,1.22,0.11,9.00,0.00,0.00,1.22,0.22,0.21,0.00,0.00,0.11,0.00,0.56,38.67,18.16,30.53,2.40,5.20,9.78,21.78,1.22,7.00,0.44,1.11,1.00,90.00,4.44,0.33,0.00,0.67,1.00,7.44,4.78,2.44,0.22,0.89,1.00,0.83,32.56,25.67,79.00,26.22,19.22,73.00,14.56,9.78,67.00,0.22,0.11,9.00,0.00,2.00,1.56,50.11,5.44,1.67,2.44,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67
Mané (M) LIV,11.90,18.00,83.78,0.37,0.41,0.80,18.00,2.39,1.17,2.00,0.39,1.00,0.78,0.50,0.50,0.56,0.50,0.06,0.11,17.00,12.94,76.00,1.22,0.17,14.00,0.00,0.00,1.94,0.39,0.29,0.44,0.00,0.06,0.00,0.33,36.11,25.79,32.53,3.40,6.10,7.17,21.17,1.00,7.33,0.67,1.50,0.94,63.00,4.28,0.33,0.00,0.56,0.89,9.89,5.89,2.72,0.44,1.39,1.56,1.00,30.39,24.44,80.00,25.61,19.33,75.00,17.00,12.94,76.00,0.28,0.17,17.00,1.00,4.00,1.67,49.28,5.94,2.44,3.67,0.39,0.11,0.00,0.00,0.00,0.00,0.00,0.00,4.67
Mané (M) LIV,11.90,13.00,81.69,0.32,0.29,0.70,10.00,3.08,1.46,2.46,0.62,0.77,0.62,0.50,0.50,0.38,0.38,0.00,0.08,15.23,11.00,72.00,1.38,0.15,11.00,0.00,0.00,1.46,0.23,0.24,0.38,0.00,0.15,0.00,0.23,45.92,19.19,23.57,3.20,5.60,4.15,14.54,0.31,5.31,0.92,1.38,0.69,50.00,2.85,0.23,0.00,0.38,0.62,8.00,5.23,3.15,0.38,1.31,2.15,1.32,28.54,22.31,78.00,24.69,18.23,74.00,15.23,11.00,72.00,0.00,0.00,12.00,1.00,3.00,2.31,50.08,7.15,1.46,3.23,1.31,0.08,0.00,0.00,0.00,0.00,0.00,0.00,4.67
Mané (M) LIV,11.90,13.00,88.62,0.27,0.31,0.60,8.00,2.54,1.23,2.00,0.54,0.54,0.31,0.38,0.38,0.46,0.46,0.00,0.00,14.62,9.54,65.00,1.08,0.08,7.00,0.00,0.00,1.08,0.15,0.17,0.15,0.00,0.08,0.00,0.62,35.31,16.34,24.57,2.40,5.20,8.31,18.00,0.85,6.15,0.38,1.23,1.00,81.00,4.92,0.38,0.00,0.69,1.08,7.77,4.85,2.54,0.23,1.08,1.23,0.90,32.92,25.85,79.00,25.85,18.62,72.00,14.62,9.54,65.00,0.23,0.08,13.00,0.00,2.00,1.85,51.08,5.31,2.15,2.54,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33
Mané (M) LIV,11.90,15.00,84.07,0.27,0.27,0.50,9.00,2.40,1.20,1.80,0.60,0.53,0.27,0.37,0.37,0.47,0.47,0.00,0.00,14.60,9.40,64.00,1.00,0.07,7.00,0.00,0.00,1.13,0.13,0.16,0.13,0.00,0.07,0.00,0.53,34.20,16.55,24.49,2.40,5.10,8.07,17.67,0.87,6.00,0.40,1.13,0.93,82.00,4.67,0.33,0.00,0.60,0.93,7.67,4.47,2.47,0.27,0.93,1.13,0.85,31.73,24.73,78.00,25.27,18.07,72.00,14.60,9.40,64.00,0.20,0.07,14.00,1.00,3.00,1.80,48.73,5.40,2.20,2.47,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33
